"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","log_play_count","cluster"
"11","[藏 笛]~阿旺克曲","一缕炊烟",1407369600,"<b>介绍：</b>曾获葛莱美奖提名的西藏藏笛音乐家阿旺克曲，自幼学习藏传佛教，年轻时当过喇嘛。后来离开西藏，在佛教圣地印度，作为一名修士生活了11年。阿旺克曲 的藏笛音色低沉而平和，是探索内心世界杰作的冥想或治愈音乐代表。听他的作品如在浩瀚的喜马拉雅山上盘旋和凝思。<br>",61063,2485,39,45,"[""小语种"",""民族"",""伤感""]",5071,8,205,10,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",138,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",42,0,"是","否","否","否","是","否","否",11.0196613970832,1
"12","[陈百强]?-偏偏喜欢你","-涛声依旧-",1397174400,"<b>介绍：</b>陈百强（1958年9月7日－1993年10月25日），英文名Danny Chan，所以被称为丹尼仔。他生于香港，籍贯广东台山，香港已故流行歌手，1993年10月25日因为逐渐性脑衰竭而撒手尘寰。陈百强与谭咏麟，张国荣和梅艳芳同获认为是1980年代粤语流行音乐的主要歌手，<br>",90380,1266,14,28,"[""华语"",""流行"",""经典""]",1110,8,231,12,"否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",149,"否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",51,0,"是","否","否","否","是","否","否",11.4117782829653,1
"13","[戴维森㊣藏]~小提精选","一缕炊烟",1422057600,"<b>介绍：</b>高传真录音细致自然，经典怀旧情歌金曲，由小提琴与钢琴合奏，扣人心弦感人之极，永恒耐听。小提琴时而忧怨时而激扬的倾诉，和钢琴流水般的音符，犹如情侣间的对话，流畅、投入，细腻，又有适当的留白，搭配出很高雅的气氛。<br>",97988,5918,69,65,"[""欧美"",""流行"",""影视原声""]",5071,8,205,12,"否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",118,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",34,0,"是","否","否","否","是","否","否",11.4926003011756,1
"14","[古典音樂史上最夢幻的大提琴組合]~精选","一缕炊烟",1422403200,"<b>介绍：</b>柏林爱乐乐团12把大提琴成立于1972年，由卡拉扬任音乐总监时期的乐团大提琴手鲁道夫策划创建，代表了目前世界上大提琴组合的最高水平。大提琴可以从幽深的低音幽谷往复至悠游展翅的高音，而大提琴本身多元表现方式的无限性及宽广的音域和活力，正是十二把大提琴和它的精神领袖鲁道夫成功的秘密。<br>",306523,22276,151,82,"[""欧美"",""古典"",""浪漫""]",5071,8,205,20,"否","否","是","否","是","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",154,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",19,0,"是","否","否","否","是","否","否",12.633048072326,1
"15","[古风?纯音乐]花骨瘦尽，白了少年头。","墨纹云锦",1422576000,"<b>介绍：</b>花骨瘦尽，白了少年头。<br>",62267,1655,16,20,"[""华语"",""轻音乐"",""古风""]",2341,8,78,19,"否","否","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",25,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否",84,4,"是","否","否","否","是","否","否",11.0391868694135,1
"16","[诡异&amp;抑郁]深夜，让人细思极恐的黑暗音乐","爱跳舞的猫小姐",1461196800,"<b>介绍：</b>生而为人，我很抱歉。<br>-------太宰治《二十世纪旗手》<br><br>此歌单适用于一个人在家，或是带着耳机独处一室的深夜党<br><br>歌单比较杂，什么类型都有吧<br><br>见笑了，哈哈……<br>",222434,13381,101,236,"[""孤独"",""夜晚"",""地铁""]",209,8,25,25,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",117,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",167,4,"否","否","否","是","否","否","否",12.3123857073718,1
"17","[良曲集]VOCALOID入坑/厨力提升指南！","黑犬P",1433808000,"<b>介绍：</b>个人收集很久的VJ歌单，双子为主，也有少量VC，无P主倾向，审美保证，良曲保证，基本一遍就中毒那种。适用刷作业、游戏、躺尸等各种场合，不断更新。<br>",64795,6085,24,121,"[""日语"",""ACG"",""电子""]",80,7,10,23,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",86,"是","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",565,132,"否","否","否","是","否","否","否",11.0789837188695,1
"18","[梅林茂]~精选","一缕炊烟",1415145600,"<b>介绍：</b>梅林茂负责配乐的港日电影超过三十部，包括森田芳光的《其后》、王家卫的《花样年华》《2046》、黎妙雪的《恋之风景》有人评价他的电影音乐真正达到了音乐与电影合一的境界，有着震撼人心的感染力。在为王家卫完成《花样年华》的电影音乐后，梅林茂在国际上得到更大的肯定，其后陆续为《周渔的火车<br>",74601,2833,56,39,"[""日语"",""影视原声"",""流行""]",5071,8,205,8,"否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",154,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","是","否","否","否","否",50,0,"是","否","否","否","是","否","否",11.2199091909277,1
"19","[午后的咖啡㊣藏]~提琴精选","一缕炊烟",1421625600,"<b>介绍：</b>本张专辑集结了三位当代音乐流派中最有才华的艺术家,他们分别是马丁、·霍普和怀特。琴键上极富技巧而又感性的引导下,与大提琴小提琴手 和笛手 共同演绎这张充满巨大美感专辑,大提琴产生的强劲搏动和笛音圆润音质给人留下了深刻的印象,这是大师之间合作的一张优雅而感性的新世纪音乐里上乘佳作。<br>",183089,10076,136,59,"[""欧美"",""性感"",""午休""]",5071,8,205,14,"否","否","否","否","是","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",154,"否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",22,1,"是","否","否","否","是","否","否",12.117727652397,1
"20","[朱利安·劳埃德·韦伯]~大提琴","一缕炊烟",1415145600,"<b>介绍：</b>朱利安·劳埃德·韦伯出生于1951年4月14日，是当今最著名的大提琴独奏表演家之一。他是作曲家威廉·劳埃德·韦伯的次子、著名音乐剧作曲家安德鲁·劳埃德·韦伯的弟弟。朱利安·韦伯曾在伦敦的皇家音乐学院学习，并于1973年在日内瓦完成了其师从法国大提琴演奏家皮埃尔·佛尼尔的学习生涯。<br>",260633,18400,180,72,"[""欧美"",""古典"",""流行""]",5071,8,205,16,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",154,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",50,0,"是","否","否","否","是","否","否",12.4708685665078,1
"21","[Dub]回响缓拍_氛围雷鬼","Music_CooL",1428624000,"<b>介绍：</b>Dub（回响）是雷鬼乐的分支，也是一种录音手法，没有Dub你可能听不到很多的电子风格，推荐几首相关歌曲。<br>",23164,570,11,5,"[""电子"",""雷鬼""]",2770,8,76,14,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",66,"否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",43,0,"是","否","否","否","是","否","否",10.0503546283457,1
"22","[My little pony]小马宝莉 精选同人音乐","Brony_Rick_Lai",1452470400,"<b>介绍：</b>&lt;&lt;马国演义&gt;&gt;(转)一日，黛西方于云端小憩，忽闻下方传声曰：“我家主公邀君于橡木馆共饮。”黛西起身，却见乃是斯派克其龙。遂与同行见暮光。馆中已设樽俎，并潘趣杯盏等。二马入座对饮，酒至半酣，暮光曰：“君视吾助蹄斯派克如何？”黛西曰：“斯派克乃真龙血脉，虽其年尚幼，日后必不可估量也。”暮光曰：“夫龙者，翱翔九天，虽狮鹫天马不能及也；吞吐炎息，虽炽阳狱火所难比也。口噬金晶，盘卧深岭，鱼肉众生，动惊山岳。龙之为物，可比世之英雄。君既为韵律元素之忠诚，必知当世英雄。请试指言之。”黛西曰：“吾所阅之卷不及君之百一，天下英雄，实所未知。”暮光笑曰：“休得过谦。”黛西曰：“邪茧女王，坐拥皇位，兵精粮足，且具变化之能，可为英雄？”暮光对曰：“僻土蛮王，鼠视愚氓！”黛西曰：“无序大帝，寿享千年，弹指间天地变色，可为英雄？”暮光曰：“无序性喜怒无常，凡所为必不能久，且易信他马之言，非英雄也。”黛西曰：“有一马纵横两界，法力精深——日晖烁烁可为英雄乎？”对曰：“日晖有名无实，有小谋而乏远略，非英雄也。”黛西曰：“有一马享领千亩，家族广布——苹果杰克可为英雄乎？”对曰：“阿杰藉族之势，非英雄也。”黛西曰：“汝兄银甲，年少有为，领皇城禁军，且为水晶帝国之驸马，可为英雄？”暮光笑曰：“吾兄虽其貌神骏，然实难堪大任，非英雄也。”黛西曰：“其余如崔西、姬达、黑晶等辈如何？”暮光鼓蹄大笑：“此皆碌碌鼠辈，何足挂齿！”黛西曰：“舍此之外，某实不知。”暮光曰：“夫英雄者，必驰骋云端，睥睨苍生，振翅破空，万马来朝，具凡俗所难及之大能也。”黛西曰：“谁能当之？”暮光以蹄指黛西，后自指，曰：“今天下英雄，惟使君与暮耳！”<br>",26219,1501,50,61,"[""欧美""]",258,7,28,27,"是","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",726,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",127,11,"否","否","否","是","否","否","否",10.1742396177651,1
"23","[Salena Jones?磁性独特]","Andrea58",1413158400,"<b>介绍：</b>塞蕾娜.琼斯，有着一副似乎是烟熏火燎过的暗淡但又极具磁性的独特嗓子，宽厚而共鸣丰富的嗓音真是魅力独具！传统爵士、摇摆、拉丁、蓝调布鲁斯、流行POP甚至古典风情，都可以在她的唱片里找到！一听你就应该知道这是一位黑人女歌手的演唱。她的声线沙沙的哑哑的，象装了一块磁铁，慵懒之处不带火气<br>",60739,2121,38,20,"[""爵士"",""蓝调"",""经典""]",3496,6,54,19,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",154,"否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",50,0,"是","否","否","否","是","否","否",11.0143412748488,1
"24","???戏腔?繁华如梦???","_无衣",1402531200,"<b>介绍：</b>华灯未尽，几度浮沉，几度迷惘… 浊酒未冷，几番轮回，几番过往…<br>",340967,9234,60,93,"[""华语"",""古风"",""性感""]",11212,8,229,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",45,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",191,6,"是","否","否","否","是","否","否",12.7395409773892,1
"25","???小?魂???","_无衣",1416096000,"<b>介绍：</b>听弦断，断那三千痴缠。坠花湮，湮没一朝风涟。花若怜，落在谁的指尖。<br>",224633,11292,41,181,"[""古风"",""华语"",""治愈""]",11212,8,229,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",47,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否",114,3,"是","否","否","否","是","否","否",12.3222232383654,1
"26","《冲出康普顿》电影原声带","漫步在这人生里",1441238400,"<b>介绍：</b>电影Straight Outta Compton（《冲出康普顿》）歌单，都是本人自己找的，有部分歌曲找不到，欢迎补充。<br>",87388,2700,47,93,"[""欧美"",""说唱"",""榜单""]",68,8,17,12,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",73,"是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",46,4,"否","否","否","是","否","否","否",11.378113252446,1
"27","《动漫燃曲》怒涛の反击！！","o喵喵君Oo",1442102400,"<b>介绍：</b>燃烧吧 我的小宇宙哟<br>",68660,1162,4,17,"[""日语"",""ACG"",""兴奋""]",513,8,20,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",24,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否",102,19,"否","否","否","是","否","否","否",11.1369220670117,1
"28","《黄金时段1314》（何乾梁）串烧歌原曲合集","极奇迹",1425340800,"<b>介绍：</b>TVB、ATV经典粤语电视剧主题曲串烧歌《黄金时段1314》的每一首歌按出场顺序排序。完美歌单50首完成。<br>",56520,1182,30,31,"[""粤语"",""流行"",""经典""]",32,8,32,22,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",67,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","是","否",50,7,"否","否","否","是","否","否","否",10.9423498367985,1
"29","《瑞克和莫蒂》Rick and Morty ★ 美剧音乐","赫连连",1441238400,"<b>介绍：</b>脑洞不能再大了。每集结尾都有些小温馨。你是要Rick外公还是要多啦A梦：）<br>",174008,5484,168,189,"[""欧美"",""影视原声"",""快乐""]",3448,9,156,28,"是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",51,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",21,0,"否","否","否","是","否","否","否",12.0668565541513,1
"30","《少女与战车》各学园背景音乐人声版","YJHSEMT",1466640000,"<b>介绍：</b>《少女与战车》各学园背景音乐人声版：<br>其中部分歌曲由于版本较多所以也选择多版本。<br>歌曲对应如下：<br><br>圣葛罗莉安娜女子学院：<br>《不列颠掷弹兵进行曲（英国掷弹兵）》——《The British Grenadiers》<br>桑德斯大学附属高中：<br>《共和国战歌》——《The Battle Hymn of the Republic》<br>《陆军进行曲》——《The Army Goes Rolling Along》<br>《美国野战炮兵进行曲》——《U. S. Field Artillery》<br>真理高中：<br>《喀秋莎》——《Катюша》<br>《草原骑兵歌》——《Полюшко-поле》<br>黑森峰女学园：<br>《艾莉卡》——《Erika》<br>《装甲兵进行曲》——《Panzerlied》<br>安齐奥高中:<br>《登山缆车》——《Funiculì, Funiculà》<br>知波单学园：<br>《雪の進軍》<br>大学选拔队：<br>《当约翰尼迈步回家时》(T28超重战车登场时使用)——《When Johnny Comes Marching Home》<br>继续高中：<br>《S?kkij?rven polkka》<br><br>PS, 继续神曲突然被黑掉了 我想想办法看看能不能补上 （wangyi飞妈<br>",203576,8240,48,116,"[""欧美"",""日语""]",36,6,12,17,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",601,"否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",26,1,"否","否","否","是","否","否","否",12.2237946785178,1
"31","《使命召唤12:黑色行动3》原声大碟","究刺少女大百合",1446940800,"<b>介绍：</b>使命召唤黑色行动3的一些预告片bgm或者剧情bgm集合<br>",37559,1721,14,80,"[""游戏"",""金属"",""兴奋""]",1292,8,81,18,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",41,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否",49,0,"否","否","是","否","否","否","是",10.5336683088996,1
"32","《中国有嘻哈》Diss/diss back","TG-Yuang",1494201600,"[无简介]",23989,460,41,12,"[""说唱"",""世界音乐""]",20,7,3,21,"是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",91,0,"否","否","否","是","否","否","否",10.0853506709299,1
"33","《最后的莫西干人》 你到底有多少个版！","繁星-点典",1474070400,"<b>介绍：</b>《最后的莫西干人》<br><br>是一部 詹姆斯·费尼莫尔·库柏编写的小说?（同名电影是根据小说而作）<br><br>《最后的莫西干人》是《皮袜子故事集》中最出色的一部，也是詹姆斯·费尼莫尔·库柏编写小说中的精品。<br><br>故事发生在十八世纪五十年代末期，英法两国为争夺北美殖民地而进行的“七年战争”的第三年,在赫德森河的源头和乔治湖一带这儿是一片腥风血雨的战场。小说以威廉·亨利堡司令孟罗上校的两个女儿科拉和艾丽斯，前往堡垒探望父亲途中被劫持的经历为主线，展开了在原始森林中追踪、伏击、战斗等一系列惊险情节的描写。主人公纳蒂·邦波，此时已做了英军的侦察员，并已获得“鹰眼”的绰号，他和他的老友莫西干族酋长“大蟒蛇”钦加哥，以及钦加哥的儿子“快腿鹿”恩卡斯挺身而出，为了救出姐妹俩，和劫持者展开了一场惊心动魄的斗争，最后以一场大厮杀而告终。<br><br>它充分体现了：北美殖民地的发展史，实质上就是这样一部印第安人的血泪史。<br><br>",80663,2288,58,66,"[""New Age"",""世界音乐"",""治愈""]",5939,8,41,19,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",434,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",27,0,"是","否","否","否","是","否","否",11.2980352608922,1
"34","《Rick and Morty》原声大碟 (瑞克和莫蒂)","黄泉hj",1451088000,"<b>介绍：</b>African Dream Pop<br>Flu Rap by Ryan Elder feat. Dan Harmon<br>Human Music<br>The Small Intestine Song<br>Mrs. Pancake's Pleasure Chamber <br>by RyanElder<br><br>",35996,1014,20,32,"[""影视原声""]",802,9,231,28,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",172,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",18,0,"是","否","是","否","是","否","是",10.4911631001538,1
"35","《Undertale》","DXgr-",1476144000,"<b>介绍：</b>决心<br>",96485,3048,31,422,"[""游戏""]",55,7,4,11,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",143,1,"否","否","否","是","否","否","否",11.4771428348305,1
